,signal,bat_id_1,bat_id_2,feeder,pump,condition
05-11-2019-23:38:50,,,,no_bat,,L reward
05-11-2019-23:38:51,,,,no_bat,,L reward
05-11-2019-23:38:52,,,,no_bat,,L reward
05-11-2019-23:38:53,,,,no_bat,,L reward
05-11-2019-23:38:54,,,,no_bat,,L reward
05-11-2019-23:38:55,,,,no_bat,,L reward
05-11-2019-23:38:56,,,,no_bat,,L reward
05-11-2019-23:38:57,,,,no_bat,,L reward
05-11-2019-23:38:58,,,,no_bat,,L reward
05-11-2019-23:38:59,,,,no_bat,,L reward
05-11-2019-23:39:00,,,,no_bat,,L reward
05-11-2019-23:39:01,,,,no_bat,,L reward
05-11-2019-23:39:02,,,,no_bat,,L reward
05-11-2019-23:39:03,,,,no_bat,,L reward
05-11-2019-23:39:04,,,,no_bat,,L reward
05-11-2019-23:39:05,,,,no_bat,,L reward
05-11-2019-23:39:06,,,,no_bat,,L reward
05-11-2019-23:39:07,play,,,,,L reward
05-11-2019-23:39:08,,,,no_bat,,L reward
05-11-2019-23:39:09,,,,no_bat,,L reward
05-11-2019-23:39:10,,,,no_bat,,L reward
05-11-2019-23:39:11,,,,no_bat,,L reward
05-11-2019-23:39:12,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:39:13,,['307410CD2C02D9C000000001'],,b'101',1,L reward
05-11-2019-23:39:14,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:39:15,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:39:16,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:39:17,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:39:18,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:39:19,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:39:20,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:39:21,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:39:22,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:39:23,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:39:24,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:39:25,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:39:26,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:39:27,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:39:28,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:39:29,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:39:30,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:39:31,,,,no_bat,,L reward
05-11-2019-23:39:32,play,,,no_bat,,L reward
05-11-2019-23:39:33,,,,no_bat,,L reward
05-11-2019-23:39:34,,,,no_bat,,L reward
05-11-2019-23:39:35,,,,no_bat,,L reward
05-11-2019-23:39:36,,,,no_bat,,L reward
05-11-2019-23:39:37,,,,no_bat,,L reward
05-11-2019-23:39:38,,,,no_bat,,L reward
05-11-2019-23:39:39,,,,no_bat,,L reward
05-11-2019-23:39:40,,,,no_bat,,L reward
05-11-2019-23:39:41,,,,no_bat,,L reward
05-11-2019-23:39:42,,,,no_bat,,L reward
05-11-2019-23:39:43,,,,no_bat,,L reward
05-11-2019-23:39:44,,,,no_bat,,L reward
05-11-2019-23:39:45,,,,no_bat,,L reward
05-11-2019-23:39:46,,,,no_bat,,L reward
05-11-2019-23:39:47,,,,no_bat,,L reward
05-11-2019-23:39:48,,,,no_bat,,L reward
05-11-2019-23:39:49,,,,no_bat,,L reward
05-11-2019-23:39:50,,,,no_bat,,L reward
05-11-2019-23:39:51,,,,no_bat,,L reward
05-11-2019-23:39:52,,,,no_bat,,L reward
05-11-2019-23:39:53,play,,,,,
05-11-2019-23:39:54,,,,no_bat,,L reward
05-11-2019-23:39:55,,,,no_bat,,L reward
05-11-2019-23:39:56,,,,no_bat,,L reward
05-11-2019-23:39:57,,,,no_bat,,L reward
05-11-2019-23:39:58,,,,no_bat,,L reward
05-11-2019-23:39:59,,,,no_bat,,L reward
05-11-2019-23:40:00,,,,no_bat,,L reward
05-11-2019-23:40:01,,,,no_bat,,L reward
05-11-2019-23:40:02,,,,no_bat,,L reward
05-11-2019-23:40:03,,,,no_bat,,L reward
05-11-2019-23:40:05,,,,no_bat,,L reward
05-11-2019-23:40:06,,,,no_bat,,L reward
05-11-2019-23:40:07,,,,no_bat,,L reward
05-11-2019-23:40:08,,,,no_bat,,L reward
05-11-2019-23:40:09,,,,no_bat,,L reward
05-11-2019-23:40:10,,,,no_bat,,L reward
05-11-2019-23:40:11,,,,no_bat,,L reward
05-11-2019-23:40:12,,,,no_bat,,L reward
05-11-2019-23:40:13,,,,no_bat,,L reward
05-11-2019-23:40:14,,,,no_bat,,L reward
05-11-2019-23:40:15,play,,,no_bat,,L reward
05-11-2019-23:40:16,,,,no_bat,,L reward
05-11-2019-23:40:17,,,,no_bat,,L reward
05-11-2019-23:40:18,,,,no_bat,,L reward
05-11-2019-23:40:19,,,,no_bat,,L reward
05-11-2019-23:40:20,,,,no_bat,,L reward
05-11-2019-23:40:21,,,,no_bat,,L reward
05-11-2019-23:40:22,,,,no_bat,,L reward
05-11-2019-23:40:23,,,,no_bat,,L reward
05-11-2019-23:40:24,,,,no_bat,,L reward
05-11-2019-23:40:25,,,,no_bat,,L reward
05-11-2019-23:40:26,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:40:27,,['307410CD2C02D9C000000001'],,b'101',1,L reward
05-11-2019-23:40:28,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:40:29,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:40:30,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:40:31,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:40:32,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:40:33,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:40:34,,,,no_bat,,L reward
05-11-2019-23:40:35,,,,no_bat,,L reward
05-11-2019-23:40:36,,,,no_bat,,L reward
05-11-2019-23:40:37,,,,no_bat,,L reward
05-11-2019-23:40:38,,,,no_bat,,L reward
05-11-2019-23:40:39,,,,no_bat,,L reward
05-11-2019-23:40:40,,,,no_bat,,L reward
05-11-2019-23:40:41,,,,no_bat,,L reward
05-11-2019-23:40:42,,,,no_bat,,L reward
05-11-2019-23:40:43,,,,no_bat,,L reward
05-11-2019-23:40:44,,,,no_bat,,L reward
05-11-2019-23:40:45,play,,,no_bat,,L reward
05-11-2019-23:40:46,,,,no_bat,,L reward
05-11-2019-23:40:47,,,,no_bat,,L reward
05-11-2019-23:40:48,,,,no_bat,,L reward
05-11-2019-23:40:49,,,,no_bat,,L reward
05-11-2019-23:40:50,,,,no_bat,,L reward
05-11-2019-23:40:51,,,,no_bat,,L reward
05-11-2019-23:40:52,,,,no_bat,,L reward
05-11-2019-23:40:53,,,,no_bat,,L reward
05-11-2019-23:40:54,,,,no_bat,,L reward
05-11-2019-23:40:55,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:40:56,,['307410CD2C040B4000000001'],,b'101',1,L reward
05-11-2019-23:40:57,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:40:58,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:40:59,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:41:00,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:41:01,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:41:02,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:41:03,,['307410CD2C02D9C000000001'],,b'102',,L reward
05-11-2019-23:41:04,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:41:05,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:41:06,,['307410CD2C02D9C000000001'],,b'102',,L reward
05-11-2019-23:41:07,,['307410CD2C02D9C000000001'],,b'102',,L reward
05-11-2019-23:41:08,,['307410CD2C02D9C000000001'],,b'102',,L reward
05-11-2019-23:41:09,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:41:10,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:41:11,,['307410CD2C02D9C000000001'],,b'102',,L reward
05-11-2019-23:41:12,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:41:13,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:41:14,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:41:15,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:41:16,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:41:17,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:41:18,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:41:19,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:41:20,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:41:21,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:41:22,,['307410CD2C040B4000000001'],,b'102',,L reward
05-11-2019-23:41:23,,['307410CD2C040B4000000001'],,b'102',,L reward
05-11-2019-23:41:24,,['307410CD2C040B4000000001'],,b'102',,L reward
05-11-2019-23:41:25,,['307410CD2C040B4000000001'],,b'102',,L reward
05-11-2019-23:41:26,,['307410CD2C040B4000000001'],,b'102',,L reward
05-11-2019-23:41:27,,,,no_bat,,L reward
05-11-2019-23:41:28,play,,,no_bat,,L reward
05-11-2019-23:41:29,,,,no_bat,,L reward
05-11-2019-23:41:30,,,,no_bat,,L reward
05-11-2019-23:41:31,,,,no_bat,,L reward
05-11-2019-23:41:32,,,,no_bat,,L reward
05-11-2019-23:41:33,,,,no_bat,,L reward
05-11-2019-23:41:34,,,,no_bat,,L reward
05-11-2019-23:41:35,,,,no_bat,,L reward
05-11-2019-23:41:36,,,,no_bat,,L reward
05-11-2019-23:41:37,,,,no_bat,,L reward
05-11-2019-23:41:38,,,,no_bat,,L reward
05-11-2019-23:41:39,,,,no_bat,,L reward
05-11-2019-23:41:40,,,,no_bat,,L reward
05-11-2019-23:41:41,,,,no_bat,,L reward
05-11-2019-23:41:42,,,,no_bat,,L reward
05-11-2019-23:41:43,,,,no_bat,,L reward
05-11-2019-23:41:44,,,,no_bat,,L reward
05-11-2019-23:41:45,,,,no_bat,,L reward
05-11-2019-23:41:46,,,,no_bat,,L reward
05-11-2019-23:41:47,,,,no_bat,,L reward
05-11-2019-23:41:48,,,,no_bat,,L reward
05-11-2019-23:41:49,play,,,,,L reward
05-11-2019-23:41:50,,,,no_bat,,L reward
05-11-2019-23:41:51,,,,no_bat,,L reward
05-11-2019-23:41:52,,,,no_bat,,L reward
05-11-2019-23:41:53,,,,no_bat,,L reward
05-11-2019-23:41:54,,,,no_bat,,L reward
05-11-2019-23:41:55,,,,no_bat,,L reward
05-11-2019-23:41:56,,,,no_bat,,L reward
05-11-2019-23:41:57,,,,no_bat,,L reward
05-11-2019-23:41:58,,,,no_bat,,L reward
05-11-2019-23:41:59,,,,no_bat,,L reward
05-11-2019-23:42:00,,,,no_bat,,L reward
05-11-2019-23:42:01,,,,no_bat,,L reward
05-11-2019-23:42:02,,,,no_bat,,L reward
05-11-2019-23:42:03,,,,no_bat,,L reward
05-11-2019-23:42:04,,,,no_bat,,L reward
05-11-2019-23:42:05,,,,no_bat,,L reward
05-11-2019-23:42:06,,,,no_bat,,L reward
05-11-2019-23:42:07,,,,no_bat,,L reward
05-11-2019-23:42:08,,,,no_bat,,L reward
05-11-2019-23:42:09,,,,no_bat,,L reward
05-11-2019-23:42:10,,,,no_bat,,L reward
05-11-2019-23:42:11,play,,,no_bat,,L reward
05-11-2019-23:42:12,,,,no_bat,,L reward
05-11-2019-23:42:13,,,,no_bat,,L reward
05-11-2019-23:42:14,,,,no_bat,,L reward
05-11-2019-23:42:15,,,,no_bat,,L reward
05-11-2019-23:42:16,,,,no_bat,,L reward
05-11-2019-23:42:17,,,,no_bat,,L reward
05-11-2019-23:42:18,,,,no_bat,,L reward
05-11-2019-23:42:19,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:42:20,,['307410CD2C040B4000000001'],,b'101',1,L reward
05-11-2019-23:42:21,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:42:22,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:42:23,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:42:24,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:42:25,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:42:26,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:42:27,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:42:28,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:42:29,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:42:30,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:42:31,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:42:32,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:42:33,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:42:34,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:42:35,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:42:36,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:42:37,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:42:38,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:42:39,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:42:40,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:42:41,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:42:42,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:42:43,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:42:44,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:42:45,play,,,no_bat,,L reward
05-11-2019-23:42:46,,['307410CD2C040B4000000001'],,b'102',no 2,L reward
05-11-2019-23:42:47,,['307410CD2C040B4000000001'],,b'102',,L reward
05-11-2019-23:42:48,,['307410CD2C040B4000000001'],,b'102',,L reward
05-11-2019-23:42:49,,['307410CD2C040B4000000001'],,b'102',,L reward
05-11-2019-23:42:50,,['307410CD2C040B4000000001'],,b'102',,L reward
05-11-2019-23:42:51,,['307410CD2C040B4000000001'],,b'102',,L reward
05-11-2019-23:42:52,,['307410CD2C040B4000000001'],,b'102',,L reward
05-11-2019-23:42:53,,['307410CD2C040B4000000001'],,b'102',,L reward
05-11-2019-23:42:54,,,,no_bat,,L reward
05-11-2019-23:42:55,,,,no_bat,,L reward
05-11-2019-23:42:56,,,,no_bat,,L reward
05-11-2019-23:42:57,,,,no_bat,,L reward
05-11-2019-23:42:58,,,,no_bat,,L reward
05-11-2019-23:42:59,,,,no_bat,,L reward
05-11-2019-23:43:00,,,,no_bat,,L reward
05-11-2019-23:43:01,,,,no_bat,,L reward
05-11-2019-23:43:02,,,,no_bat,,L reward
05-11-2019-23:43:03,,,,no_bat,,L reward
05-11-2019-23:43:04,,,,no_bat,,L reward
05-11-2019-23:43:05,,,,no_bat,,L reward
05-11-2019-23:43:06,,,,no_bat,,L reward
05-11-2019-23:43:07,,,,no_bat,,L reward
05-11-2019-23:43:08,,,,no_bat,,L reward
05-11-2019-23:43:09,,,,no_bat,,L reward
05-11-2019-23:43:10,,,,no_bat,,L reward
05-11-2019-23:43:11,,,,no_bat,,L reward
05-11-2019-23:43:12,,,,no_bat,,L reward
05-11-2019-23:43:13,,,,no_bat,,L reward
05-11-2019-23:43:14,,,,no_bat,,L reward
05-11-2019-23:43:15,,,,no_bat,,L reward
05-11-2019-23:43:16,play,,,no_bat,,L reward
05-11-2019-23:43:17,,,,no_bat,,L reward
05-11-2019-23:43:18,,,,no_bat,,L reward
05-11-2019-23:43:19,,,,no_bat,,L reward
05-11-2019-23:43:20,,,,no_bat,,L reward
05-11-2019-23:43:21,,,,no_bat,,L reward
05-11-2019-23:43:22,,,,no_bat,,L reward
05-11-2019-23:43:23,,,,no_bat,,L reward
05-11-2019-23:43:24,,,,no_bat,,L reward
05-11-2019-23:43:25,,,,no_bat,,L reward
05-11-2019-23:43:26,,,,no_bat,,L reward
05-11-2019-23:43:27,,,,no_bat,,L reward
05-11-2019-23:43:28,,,,no_bat,,L reward
05-11-2019-23:43:29,,,,no_bat,,L reward
05-11-2019-23:43:30,,,,no_bat,,L reward
05-11-2019-23:43:31,,,,no_bat,,L reward
05-11-2019-23:43:32,,,,no_bat,,L reward
05-11-2019-23:43:33,,,,no_bat,,L reward
05-11-2019-23:43:34,,,,no_bat,,L reward
05-11-2019-23:43:35,,,,no_bat,,L reward
05-11-2019-23:43:36,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:43:37,,['307410CD2C040B4000000001'],,b'101',1,L reward
05-11-2019-23:43:38,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:43:39,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:43:40,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:43:41,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:43:42,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:43:43,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:43:44,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:43:45,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:43:46,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:43:47,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:43:48,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:43:49,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:43:50,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:43:51,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:43:52,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:43:53,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:43:54,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:43:55,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:43:56,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:43:57,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:43:58,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:43:59,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:44:00,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:44:01,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:44:02,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:44:03,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:44:04,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:44:05,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:44:06,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:44:07,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:44:08,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:44:09,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:44:10,play,,,no_bat,,L reward
05-11-2019-23:44:11,,,,no_bat,,L reward
05-11-2019-23:44:12,,,,no_bat,,L reward
05-11-2019-23:44:13,,,,no_bat,,L reward
05-11-2019-23:44:14,,,,no_bat,,L reward
05-11-2019-23:44:15,,,,no_bat,,L reward
05-11-2019-23:44:16,,,,no_bat,,L reward
05-11-2019-23:44:17,,,,no_bat,,L reward
05-11-2019-23:44:18,,,,no_bat,,L reward
05-11-2019-23:44:19,,,,no_bat,,L reward
05-11-2019-23:44:20,,,,no_bat,,L reward
05-11-2019-23:44:22,,,,no_bat,,L reward
05-11-2019-23:44:23,,,,no_bat,,L reward
05-11-2019-23:44:24,,,,no_bat,,L reward
05-11-2019-23:44:25,,,,no_bat,,L reward
05-11-2019-23:44:26,,,,no_bat,,L reward
05-11-2019-23:44:27,,,,no_bat,,L reward
05-11-2019-23:44:28,,,,no_bat,,L reward
05-11-2019-23:44:29,,,,no_bat,,L reward
05-11-2019-23:44:30,,,,no_bat,,L reward
05-11-2019-23:44:31,,,,no_bat,,L reward
05-11-2019-23:44:32,,,,no_bat,,L reward
05-11-2019-23:44:33,play,,,no_bat,,L reward
05-11-2019-23:44:34,,,,no_bat,,L reward
05-11-2019-23:44:35,,,,no_bat,,L reward
05-11-2019-23:44:36,,,,no_bat,,L reward
05-11-2019-23:44:37,,,,no_bat,,L reward
05-11-2019-23:44:38,,,,no_bat,,L reward
05-11-2019-23:44:39,,,,no_bat,,L reward
05-11-2019-23:44:40,,,,no_bat,,L reward
05-11-2019-23:44:41,,,,no_bat,,L reward
05-11-2019-23:44:42,,,,no_bat,,L reward
05-11-2019-23:44:43,,,,no_bat,,L reward
05-11-2019-23:44:44,,,,no_bat,,L reward
05-11-2019-23:44:45,,,,no_bat,,L reward
05-11-2019-23:44:46,,,,no_bat,,L reward
05-11-2019-23:44:47,,,,no_bat,,L reward
05-11-2019-23:44:48,,,,no_bat,,L reward
05-11-2019-23:44:49,,,,no_bat,,L reward
05-11-2019-23:44:50,,,,no_bat,,L reward
05-11-2019-23:44:51,,,,no_bat,,L reward
05-11-2019-23:44:52,,,,no_bat,,L reward
05-11-2019-23:44:53,,,,no_bat,,L reward
05-11-2019-23:44:54,play,,,,,L reward
05-11-2019-23:44:55,,,,no_bat,,L reward
05-11-2019-23:44:56,,,,no_bat,,L reward
05-11-2019-23:44:57,,,,no_bat,,L reward
05-11-2019-23:44:58,,,,no_bat,,L reward
05-11-2019-23:44:59,,,,no_bat,,L reward
05-11-2019-23:45:00,,,,no_bat,,L reward
05-11-2019-23:45:01,,,,no_bat,,L reward
05-11-2019-23:45:02,,,,no_bat,,L reward
05-11-2019-23:45:03,,,,no_bat,,L reward
05-11-2019-23:45:04,,,,no_bat,,L reward
05-11-2019-23:45:06,,,,no_bat,,L reward
05-11-2019-23:45:07,,,,no_bat,,L reward
05-11-2019-23:45:08,,,,no_bat,,L reward
05-11-2019-23:45:09,,,,no_bat,,L reward
05-11-2019-23:45:10,,,,no_bat,,L reward
05-11-2019-23:45:11,,,,no_bat,,L reward
05-11-2019-23:45:12,,,,no_bat,,L reward
05-11-2019-23:45:13,,,,no_bat,,L reward
05-11-2019-23:45:14,,,,no_bat,,L reward
05-11-2019-23:45:15,,,,no_bat,,L reward
05-11-2019-23:45:16,,,,no_bat,,L reward
05-11-2019-23:45:17,play,,,no_bat,,L reward
05-11-2019-23:45:18,,,,no_bat,,L reward
05-11-2019-23:45:19,,,,no_bat,,L reward
05-11-2019-23:45:20,,,,no_bat,,L reward
05-11-2019-23:45:21,,,,no_bat,,L reward
05-11-2019-23:45:22,,,,no_bat,,L reward
05-11-2019-23:45:23,,,,no_bat,,L reward
05-11-2019-23:45:24,,,,no_bat,,L reward
05-11-2019-23:45:25,,,,no_bat,,L reward
05-11-2019-23:45:26,,,,no_bat,,L reward
05-11-2019-23:45:28,,,,no_bat,,L reward
05-11-2019-23:45:29,,,,no_bat,,L reward
05-11-2019-23:45:30,,,,no_bat,,L reward
05-11-2019-23:45:31,,,,no_bat,,L reward
05-11-2019-23:45:32,,,,no_bat,,L reward
05-11-2019-23:45:33,,,,no_bat,,L reward
05-11-2019-23:45:34,,,,no_bat,,L reward
05-11-2019-23:45:35,,,,no_bat,,L reward
05-11-2019-23:45:36,,,,no_bat,,L reward
05-11-2019-23:45:37,,,,no_bat,,L reward
05-11-2019-23:45:38,play,,,no_bat,,L reward
05-11-2019-23:45:39,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:45:40,,['307410CD2C040B4000000001'],,b'101',1,L reward
05-11-2019-23:45:41,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:45:42,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:45:43,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:45:44,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:45:45,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:45:46,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:45:47,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:45:48,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:45:49,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:45:50,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:45:51,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:45:52,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:45:53,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:45:54,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:45:55,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:45:56,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:45:57,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:45:58,,['307410CD2C040B4000000001'],,b'101',,L reward
