,signal,bat_id_1,bat_id_2,feeder,pump,condition
05-11-2019-23:45:59,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:00,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:01,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:02,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:03,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:04,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:05,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:06,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:07,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:08,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:09,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:10,play,,,no_bat,,L reward
05-11-2019-23:46:11,,,,no_bat,,L reward
05-11-2019-23:46:12,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:13,,['307410CD2C040B4000000001'],,b'101',1,L reward
05-11-2019-23:46:14,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:15,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:16,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:17,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:18,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:19,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:20,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:21,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:22,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:23,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:24,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:25,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:26,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:27,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:28,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:29,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:30,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:31,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:32,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:33,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:34,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:35,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:36,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:46:37,play,,,no_bat,,L reward
05-11-2019-23:46:38,,,,no_bat,,L reward
05-11-2019-23:46:39,,,,no_bat,,L reward
05-11-2019-23:46:40,,,,no_bat,,L reward
05-11-2019-23:46:41,,,,no_bat,,L reward
05-11-2019-23:46:42,,,,no_bat,,L reward
05-11-2019-23:46:43,,,,no_bat,,L reward
05-11-2019-23:46:44,,,,no_bat,,L reward
05-11-2019-23:46:45,,,,no_bat,,L reward
05-11-2019-23:46:46,,,,no_bat,,L reward
05-11-2019-23:46:47,,,,no_bat,,L reward
05-11-2019-23:46:48,,,,no_bat,,L reward
05-11-2019-23:46:49,,,,no_bat,,L reward
05-11-2019-23:46:50,,,,no_bat,,L reward
05-11-2019-23:46:51,,,,no_bat,,L reward
05-11-2019-23:46:52,,,,no_bat,,L reward
05-11-2019-23:46:53,,,,no_bat,,L reward
05-11-2019-23:46:54,,,,no_bat,,L reward
05-11-2019-23:46:55,,,,no_bat,,L reward
05-11-2019-23:46:56,,,,no_bat,,L reward
05-11-2019-23:46:57,,,,no_bat,,L reward
05-11-2019-23:46:58,,,,no_bat,,L reward
05-11-2019-23:46:59,play,,,no_bat,,L reward
05-11-2019-23:47:00,,,,no_bat,,L reward
05-11-2019-23:47:01,,,,no_bat,,L reward
05-11-2019-23:47:02,,,,no_bat,,L reward
05-11-2019-23:47:03,,,,no_bat,,L reward
05-11-2019-23:47:04,,,,no_bat,,L reward
05-11-2019-23:47:05,,,,no_bat,,L reward
05-11-2019-23:47:06,,,,no_bat,,L reward
05-11-2019-23:47:07,,,,no_bat,,L reward
05-11-2019-23:47:08,,,,no_bat,,L reward
05-11-2019-23:47:09,,,,no_bat,,L reward
05-11-2019-23:47:11,,,,no_bat,,L reward
05-11-2019-23:47:12,,,,no_bat,,L reward
05-11-2019-23:47:13,,,,no_bat,,L reward
05-11-2019-23:47:14,,,,no_bat,,L reward
05-11-2019-23:47:15,,,,no_bat,,L reward
05-11-2019-23:47:16,,,,no_bat,,L reward
05-11-2019-23:47:17,,,,no_bat,,L reward
05-11-2019-23:47:18,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:47:19,,['307410CD2C02D9C000000001'],,b'101',1,L reward
05-11-2019-23:47:20,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:47:21,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:47:22,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:47:23,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:47:24,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:47:25,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:47:26,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:47:27,,,,no_bat,,L reward
05-11-2019-23:47:28,play,,,no_bat,,L reward
05-11-2019-23:47:29,,,,no_bat,,L reward
05-11-2019-23:47:30,,,,no_bat,,L reward
05-11-2019-23:47:31,,,,no_bat,,L reward
05-11-2019-23:47:32,,,,no_bat,,L reward
05-11-2019-23:47:33,,,,no_bat,,L reward
05-11-2019-23:47:34,,,,no_bat,,L reward
05-11-2019-23:47:35,,,,no_bat,,L reward
05-11-2019-23:47:36,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:47:37,,,,,1,L reward
05-11-2019-23:47:38,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:47:39,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:47:40,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:47:41,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:47:42,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:47:43,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:47:44,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:47:45,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:47:46,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:47:47,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:47:48,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:47:49,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:47:50,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:47:51,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:47:52,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:47:53,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:47:54,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:47:55,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:47:56,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:47:57,play,,,no_bat,,L reward
05-11-2019-23:47:58,,,,no_bat,,L reward
05-11-2019-23:47:59,,,,no_bat,,L reward
05-11-2019-23:48:00,,,,no_bat,,L reward
05-11-2019-23:48:01,,,,no_bat,,L reward
05-11-2019-23:48:02,,,,no_bat,,L reward
05-11-2019-23:48:03,,,,no_bat,,L reward
05-11-2019-23:48:04,,,,no_bat,,L reward
05-11-2019-23:48:05,,,,no_bat,,L reward
05-11-2019-23:48:06,,,,no_bat,,L reward
05-11-2019-23:48:07,,,,no_bat,,L reward
05-11-2019-23:48:09,,,,no_bat,,L reward
05-11-2019-23:48:10,,,,no_bat,,L reward
05-11-2019-23:48:11,,,,no_bat,,L reward
05-11-2019-23:48:12,,,,no_bat,,L reward
05-11-2019-23:48:13,,,,no_bat,,L reward
05-11-2019-23:48:14,,,,no_bat,,L reward
05-11-2019-23:48:15,,,,no_bat,,L reward
05-11-2019-23:48:16,,,,no_bat,,L reward
05-11-2019-23:48:17,,,,no_bat,,L reward
05-11-2019-23:48:18,,,,no_bat,,L reward
05-11-2019-23:48:19,play,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:48:20,,['307410CD2C040B4000000001'],,b'101',no 1,L reward
05-11-2019-23:48:21,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:48:22,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:48:23,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:48:24,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:48:25,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:48:26,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:48:27,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:48:28,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:48:29,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:48:30,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:48:31,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:48:32,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:48:33,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:48:34,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:48:35,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:48:36,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:48:37,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:48:38,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:48:39,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:48:40,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:48:41,play,,,no_bat,,L reward
05-11-2019-23:48:42,,,,no_bat,,L reward
05-11-2019-23:48:43,,,,no_bat,,L reward
05-11-2019-23:48:44,,,,no_bat,,L reward
05-11-2019-23:48:45,,,,no_bat,,L reward
05-11-2019-23:48:46,,,,no_bat,,L reward
05-11-2019-23:48:47,,,,no_bat,,L reward
05-11-2019-23:48:48,,,,no_bat,,L reward
05-11-2019-23:48:49,,,,no_bat,,L reward
05-11-2019-23:48:50,,,,no_bat,,L reward
05-11-2019-23:48:51,,,,no_bat,,L reward
05-11-2019-23:48:53,,,,no_bat,,L reward
05-11-2019-23:48:54,,,,no_bat,,L reward
05-11-2019-23:48:55,,,,no_bat,,L reward
05-11-2019-23:48:56,,,,no_bat,,L reward
05-11-2019-23:48:57,,,,no_bat,,L reward
05-11-2019-23:48:58,,,,no_bat,,L reward
05-11-2019-23:48:59,,,,no_bat,,L reward
05-11-2019-23:49:00,,,,no_bat,,L reward
05-11-2019-23:49:01,,,,no_bat,,L reward
05-11-2019-23:49:02,,,,no_bat,,L reward
05-11-2019-23:49:03,play,,,,,L reward
05-11-2019-23:49:04,,,,no_bat,,L reward
05-11-2019-23:49:05,,,,no_bat,,L reward
05-11-2019-23:49:06,,,,no_bat,,L reward
05-11-2019-23:49:07,,,,no_bat,,L reward
05-11-2019-23:49:08,,,,no_bat,,L reward
05-11-2019-23:49:09,,,,no_bat,,L reward
05-11-2019-23:49:10,,,,no_bat,,L reward
05-11-2019-23:49:11,,,,no_bat,,L reward
05-11-2019-23:49:12,,,,no_bat,,L reward
05-11-2019-23:49:13,,,,no_bat,,L reward
05-11-2019-23:49:14,,,,no_bat,,L reward
05-11-2019-23:49:15,,,,no_bat,,L reward
05-11-2019-23:49:16,,,,no_bat,,L reward
05-11-2019-23:49:17,,,,no_bat,,L reward
05-11-2019-23:49:18,,,,no_bat,,L reward
05-11-2019-23:49:19,,,,no_bat,,L reward
05-11-2019-23:49:20,,,,no_bat,,L reward
05-11-2019-23:49:21,,,,no_bat,,L reward
05-11-2019-23:49:22,,,,no_bat,,L reward
05-11-2019-23:49:23,,,,no_bat,,L reward
05-11-2019-23:49:24,,,,no_bat,,L reward
05-11-2019-23:49:25,,,,no_bat,,L reward
05-11-2019-23:49:26,play,,,no_bat,,L reward
05-11-2019-23:49:27,,,,no_bat,,L reward
05-11-2019-23:49:28,,,,no_bat,,L reward
05-11-2019-23:49:29,,,,no_bat,,L reward
05-11-2019-23:49:30,,,,no_bat,,L reward
05-11-2019-23:49:31,,,,no_bat,,L reward
05-11-2019-23:49:32,,,,no_bat,,L reward
05-11-2019-23:49:33,,,,no_bat,,L reward
05-11-2019-23:49:34,,,,no_bat,,L reward
05-11-2019-23:49:35,,,,no_bat,,L reward
05-11-2019-23:49:36,,,,no_bat,,L reward
05-11-2019-23:49:37,,,,no_bat,,L reward
05-11-2019-23:49:38,,,,no_bat,,L reward
05-11-2019-23:49:39,,,,no_bat,,L reward
05-11-2019-23:49:40,,,,no_bat,,L reward
05-11-2019-23:49:41,,,,no_bat,,L reward
05-11-2019-23:49:42,,,,no_bat,,L reward
05-11-2019-23:49:43,,,,no_bat,,L reward
05-11-2019-23:49:44,,,,no_bat,,L reward
05-11-2019-23:49:45,,,,no_bat,,L reward
05-11-2019-23:49:46,,,,no_bat,,L reward
05-11-2019-23:49:47,,,,no_bat,,L reward
05-11-2019-23:49:48,play,,,no_bat,,L reward
05-11-2019-23:49:49,,,,no_bat,,L reward
05-11-2019-23:49:50,,,,no_bat,,L reward
05-11-2019-23:49:51,,,,no_bat,,L reward
05-11-2019-23:49:52,,,,no_bat,,L reward
05-11-2019-23:49:53,,,,no_bat,,L reward
05-11-2019-23:49:54,,,,no_bat,,L reward
05-11-2019-23:49:55,,,,no_bat,,L reward
05-11-2019-23:49:56,,,,no_bat,,L reward
05-11-2019-23:49:57,,,,no_bat,,L reward
05-11-2019-23:49:58,,,,no_bat,,L reward
05-11-2019-23:49:59,,,,no_bat,,L reward
05-11-2019-23:50:00,,,,no_bat,,L reward
05-11-2019-23:50:01,,,,no_bat,,L reward
05-11-2019-23:50:02,,,,no_bat,,L reward
05-11-2019-23:50:03,,,,no_bat,,L reward
05-11-2019-23:50:04,,,,no_bat,,L reward
05-11-2019-23:50:05,,,,no_bat,,L reward
05-11-2019-23:50:06,,,,no_bat,,L reward
05-11-2019-23:50:07,,,,no_bat,,L reward
05-11-2019-23:50:08,,,,no_bat,,L reward
05-11-2019-23:50:09,play,,,,,L reward
05-11-2019-23:50:10,,,,no_bat,,L reward
05-11-2019-23:50:11,,,,no_bat,,L reward
05-11-2019-23:50:12,,,,no_bat,,L reward
05-11-2019-23:50:13,,,,no_bat,,L reward
05-11-2019-23:50:14,,,,no_bat,,L reward
05-11-2019-23:50:15,,,,no_bat,,L reward
05-11-2019-23:50:16,,,,no_bat,,L reward
05-11-2019-23:50:17,,,,no_bat,,L reward
05-11-2019-23:50:18,,,,no_bat,,L reward
05-11-2019-23:50:19,,,,no_bat,,L reward
05-11-2019-23:50:21,,,,no_bat,,L reward
05-11-2019-23:50:22,,,,no_bat,,L reward
05-11-2019-23:50:23,,,,no_bat,,L reward
05-11-2019-23:50:24,,,,no_bat,,L reward
05-11-2019-23:50:25,,,,no_bat,,L reward
05-11-2019-23:50:26,,,,no_bat,,L reward
05-11-2019-23:50:27,,,,no_bat,,L reward
05-11-2019-23:50:28,,,,no_bat,,L reward
05-11-2019-23:50:29,,,,no_bat,,L reward
05-11-2019-23:50:30,,,,no_bat,,L reward
05-11-2019-23:50:31,,,,no_bat,,L reward
05-11-2019-23:50:32,play,,,no_bat,,L reward
05-11-2019-23:50:33,,,,no_bat,,L reward
05-11-2019-23:50:34,,,,no_bat,,L reward
05-11-2019-23:50:35,,,,no_bat,,L reward
05-11-2019-23:50:36,,,,no_bat,,L reward
05-11-2019-23:50:37,,,,no_bat,,L reward
05-11-2019-23:50:38,,,,no_bat,,L reward
05-11-2019-23:50:39,,,,no_bat,,L reward
05-11-2019-23:50:40,,,,no_bat,,L reward
05-11-2019-23:50:41,,,,no_bat,,L reward
05-11-2019-23:50:42,,,,no_bat,,L reward
05-11-2019-23:50:43,,,,no_bat,,L reward
05-11-2019-23:50:44,,,,no_bat,,L reward
05-11-2019-23:50:45,,,,no_bat,,L reward
05-11-2019-23:50:46,,,,no_bat,,L reward
05-11-2019-23:50:47,,,,no_bat,,L reward
05-11-2019-23:50:48,,,,no_bat,,L reward
05-11-2019-23:50:49,,,,no_bat,,L reward
05-11-2019-23:50:50,,,,no_bat,,L reward
05-11-2019-23:50:51,,,,no_bat,,L reward
05-11-2019-23:50:52,,,,no_bat,,L reward
05-11-2019-23:50:53,,,,no_bat,,L reward
05-11-2019-23:50:54,play,,,no_bat,,L reward
05-11-2019-23:50:55,,,,no_bat,,L reward
05-11-2019-23:50:56,,,,no_bat,,L reward
05-11-2019-23:50:57,,,,no_bat,,L reward
05-11-2019-23:50:58,,,,no_bat,,L reward
05-11-2019-23:50:59,,,,no_bat,,L reward
05-11-2019-23:51:00,,,,no_bat,,L reward
05-11-2019-23:51:01,,,,no_bat,,L reward
05-11-2019-23:51:02,,,,no_bat,,L reward
05-11-2019-23:51:03,,,,no_bat,,L reward
05-11-2019-23:51:04,,,,no_bat,,L reward
05-11-2019-23:51:05,,,,no_bat,,L reward
05-11-2019-23:51:06,,,,no_bat,,L reward
05-11-2019-23:51:07,,,,no_bat,,L reward
05-11-2019-23:51:08,,,,no_bat,,L reward
05-11-2019-23:51:09,,,,no_bat,,L reward
05-11-2019-23:51:10,,,,no_bat,,L reward
05-11-2019-23:51:11,,,,no_bat,,L reward
05-11-2019-23:51:12,,,,no_bat,,L reward
05-11-2019-23:51:13,,,,no_bat,,L reward
05-11-2019-23:51:14,,['307410CD2C040B4000000001'],,b'102',,L reward
05-11-2019-23:51:15,,['307410CD2C040B4000000001'],,b'102',no 2,L reward
05-11-2019-23:51:16,,['307410CD2C040B4000000001'],,b'102',,L reward
05-11-2019-23:51:17,,['307410CD2C040B4000000001'],,b'102',,L reward
05-11-2019-23:51:18,,['307410CD2C040B4000000001'],,b'102',,L reward
05-11-2019-23:51:19,,['307410CD2C040B4000000001'],,b'102',,L reward
05-11-2019-23:51:20,,['307410CD2C040B4000000001'],,b'102',,L reward
05-11-2019-23:51:21,,['307410CD2C040B4000000001'],,b'102',,L reward
05-11-2019-23:51:22,,['307410CD2C040B4000000001'],,b'102',,L reward
05-11-2019-23:51:23,,['307410CD2C040B4000000001'],,b'102',,L reward
05-11-2019-23:51:24,,['307410CD2C040B4000000001'],,b'102',,L reward
05-11-2019-23:51:25,,['307410CD2C040B4000000001'],,b'102',,L reward
05-11-2019-23:51:26,,['307410CD2C040B4000000001'],,b'102',,L reward
05-11-2019-23:51:27,,['307410CD2C040B4000000001'],,b'102',,L reward
05-11-2019-23:51:28,,['307410CD2C040B4000000001'],,b'102',,L reward
05-11-2019-23:51:29,,['307410CD2C040B4000000001'],,b'102',,L reward
05-11-2019-23:51:30,,['307410CD2C040B4000000001'],,b'102',,L reward
05-11-2019-23:51:31,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:51:32,,['307410CD2C040B4000000001'],,b'102',,L reward
05-11-2019-23:51:33,,['307410CD2C040B4000000001'],,b'102',,L reward
05-11-2019-23:51:34,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:51:35,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:51:36,,['307410CD2C040B4000000001'],,b'102',,L reward
05-11-2019-23:51:37,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:51:38,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:51:39,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:51:40,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:51:41,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:51:42,play,,,no_bat,,L reward
05-11-2019-23:51:43,,,,no_bat,,L reward
05-11-2019-23:51:44,,,,no_bat,,L reward
05-11-2019-23:51:45,,,,no_bat,,L reward
05-11-2019-23:51:46,,,,no_bat,,L reward
05-11-2019-23:51:47,,,,no_bat,,L reward
05-11-2019-23:51:48,,,,no_bat,,L reward
05-11-2019-23:51:49,,,,no_bat,,L reward
05-11-2019-23:51:50,,,,no_bat,,L reward
05-11-2019-23:51:51,,,,no_bat,,L reward
05-11-2019-23:51:52,,,,no_bat,,L reward
05-11-2019-23:51:53,,,,no_bat,,L reward
05-11-2019-23:51:54,,,,no_bat,,L reward
05-11-2019-23:51:55,,,,no_bat,,L reward
05-11-2019-23:51:56,,,,no_bat,,L reward
05-11-2019-23:51:57,,,,no_bat,,L reward
05-11-2019-23:51:58,,,,no_bat,,L reward
05-11-2019-23:51:59,,,,no_bat,,L reward
05-11-2019-23:52:00,,,,no_bat,,L reward
05-11-2019-23:52:01,,,,no_bat,,L reward
05-11-2019-23:52:02,,,,no_bat,,L reward
05-11-2019-23:52:03,,,,no_bat,,L reward
05-11-2019-23:52:04,play,,,,,L reward
05-11-2019-23:52:05,,,,no_bat,,L reward
05-11-2019-23:52:06,,,,no_bat,,L reward
05-11-2019-23:52:07,,,,no_bat,,L reward
05-11-2019-23:52:08,,,,no_bat,,L reward
05-11-2019-23:52:09,,,,no_bat,,L reward
05-11-2019-23:52:10,,,,no_bat,,L reward
05-11-2019-23:52:11,,,,no_bat,,L reward
05-11-2019-23:52:12,,,,no_bat,,L reward
05-11-2019-23:52:13,,,,no_bat,,L reward
05-11-2019-23:52:14,,,,no_bat,,L reward
05-11-2019-23:52:16,,,,no_bat,,L reward
05-11-2019-23:52:17,,,,no_bat,,L reward
05-11-2019-23:52:18,,,,no_bat,,L reward
05-11-2019-23:52:19,,,,no_bat,,L reward
05-11-2019-23:52:20,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:52:21,,['307410CD2C040B4000000001'],,b'101',1,L reward
05-11-2019-23:52:22,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:52:23,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:52:24,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:52:25,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:52:26,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:52:27,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:52:28,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:52:29,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:52:30,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:52:31,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:52:32,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:52:33,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:52:34,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:52:35,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:52:36,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:52:37,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:52:38,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:52:39,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:52:40,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:52:41,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:52:42,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:52:43,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:52:44,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:52:45,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:52:46,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:52:47,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:52:48,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:52:49,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:52:50,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:52:51,play,,,no_bat,,L reward
05-11-2019-23:52:52,,,,no_bat,,L reward
05-11-2019-23:52:53,,,,no_bat,,L reward
05-11-2019-23:52:54,,,,no_bat,,L reward
05-11-2019-23:52:55,,,,no_bat,,L reward
05-11-2019-23:52:56,,,,no_bat,,L reward
05-11-2019-23:52:57,,,,no_bat,,L reward
05-11-2019-23:52:58,,,,no_bat,,L reward
05-11-2019-23:52:59,,,,no_bat,,L reward
05-11-2019-23:53:00,,,,no_bat,,L reward
05-11-2019-23:53:01,,,,no_bat,,L reward
05-11-2019-23:53:02,,,,no_bat,,L reward
05-11-2019-23:53:03,,,,no_bat,,L reward
05-11-2019-23:53:04,,,,no_bat,,L reward
05-11-2019-23:53:05,,,,no_bat,,L reward
05-11-2019-23:53:06,,,,no_bat,,L reward
05-11-2019-23:53:07,,,,no_bat,,L reward
05-11-2019-23:53:08,,,,no_bat,,L reward
05-11-2019-23:53:09,,,,no_bat,,L reward
05-11-2019-23:53:10,,,,no_bat,,L reward
