,signal,bat_id_1,bat_id_2,feeder,pump,condition
05-11-2019-23:53:11,,,,no_bat,,L reward
05-11-2019-23:53:12,,,,no_bat,,L reward
05-11-2019-23:53:13,,,,no_bat,,L reward
05-11-2019-23:53:14,play,,,no_bat,,L reward
05-11-2019-23:53:15,,,,no_bat,,L reward
05-11-2019-23:53:16,,,,no_bat,,L reward
05-11-2019-23:53:17,,,,no_bat,,L reward
05-11-2019-23:53:18,,,,no_bat,,L reward
05-11-2019-23:53:19,,,,no_bat,,L reward
05-11-2019-23:53:20,,,,no_bat,,L reward
05-11-2019-23:53:21,,,,no_bat,,L reward
05-11-2019-23:53:22,,,,no_bat,,L reward
05-11-2019-23:53:23,,,,no_bat,,L reward
05-11-2019-23:53:24,,,,no_bat,,L reward
05-11-2019-23:53:25,,,,no_bat,,L reward
05-11-2019-23:53:26,,,,no_bat,,L reward
05-11-2019-23:53:27,,,,no_bat,,L reward
05-11-2019-23:53:28,,,,no_bat,,L reward
05-11-2019-23:53:29,,,,no_bat,,L reward
05-11-2019-23:53:30,,,,no_bat,,L reward
05-11-2019-23:53:31,,,,no_bat,,L reward
05-11-2019-23:53:32,,,,no_bat,,L reward
05-11-2019-23:53:33,,,,no_bat,,L reward
05-11-2019-23:53:34,,,,no_bat,,L reward
05-11-2019-23:53:35,,,,no_bat,,L reward
05-11-2019-23:53:36,play,,,no_bat,,L reward
05-11-2019-23:53:37,,,,no_bat,,L reward
05-11-2019-23:53:38,,,,no_bat,,L reward
05-11-2019-23:53:39,,,,no_bat,,L reward
05-11-2019-23:53:40,,,,no_bat,,L reward
05-11-2019-23:53:41,,,,no_bat,,L reward
05-11-2019-23:53:42,,,,no_bat,,L reward
05-11-2019-23:53:43,,,,no_bat,,L reward
05-11-2019-23:53:44,,,,no_bat,,L reward
05-11-2019-23:53:45,,,,no_bat,,L reward
05-11-2019-23:53:46,,,,no_bat,,L reward
05-11-2019-23:53:48,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:53:49,,['307410CD2C040B4000000001'],,b'101',1,L reward
05-11-2019-23:53:50,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:53:51,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:53:52,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:53:53,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:53:54,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:53:55,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:53:56,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:53:57,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:53:58,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:53:59,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:54:00,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:54:01,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:54:02,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:54:03,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:54:04,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:54:05,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:54:06,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:54:07,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:54:08,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:54:09,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:54:10,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:54:11,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:54:12,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:54:13,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:54:14,play,,,no_bat,,L reward
05-11-2019-23:54:15,,['307410CD2C040B4000000001'],,b'101',1,L reward
05-11-2019-23:54:16,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:54:17,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:54:18,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:54:19,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:54:20,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:54:21,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:54:22,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:54:23,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:54:24,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:54:25,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:54:26,,,,no_bat,,L reward
05-11-2019-23:54:27,,,,no_bat,,L reward
05-11-2019-23:54:28,,,,no_bat,,L reward
05-11-2019-23:54:29,,,,no_bat,,L reward
05-11-2019-23:54:30,,,,no_bat,,L reward
05-11-2019-23:54:31,,,,no_bat,,L reward
05-11-2019-23:54:32,,,,no_bat,,L reward
05-11-2019-23:54:33,,,,no_bat,,L reward
05-11-2019-23:54:34,,,,no_bat,,L reward
05-11-2019-23:54:35,,,,no_bat,,L reward
05-11-2019-23:54:36,,,,no_bat,,L reward
05-11-2019-23:54:37,play,['307410CD2C02D9C000000001'],,b'101',1,L reward
05-11-2019-23:54:38,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:54:39,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:54:40,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:54:41,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:54:42,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:54:43,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:54:44,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:54:45,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:54:46,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:54:47,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:54:48,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:54:49,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:54:50,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:54:51,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:54:52,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:54:53,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:54:54,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:54:55,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:54:56,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:54:57,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:54:58,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:54:59,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:55:00,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:55:01,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:55:02,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:55:03,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:55:04,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:55:05,play,,,no_bat,,L reward
05-11-2019-23:55:06,,,,no_bat,,L reward
05-11-2019-23:55:07,,,,no_bat,,L reward
05-11-2019-23:55:08,,,,no_bat,,L reward
05-11-2019-23:55:09,,,,no_bat,,L reward
05-11-2019-23:55:10,,,,no_bat,,L reward
05-11-2019-23:55:11,,,,no_bat,,L reward
05-11-2019-23:55:12,,,,no_bat,,L reward
05-11-2019-23:55:13,,,,no_bat,,L reward
05-11-2019-23:55:14,,,,no_bat,,L reward
05-11-2019-23:55:15,,,,no_bat,,L reward
05-11-2019-23:55:16,,,,no_bat,,L reward
05-11-2019-23:55:17,,,,no_bat,,L reward
05-11-2019-23:55:18,,,,no_bat,,L reward
05-11-2019-23:55:19,,,,no_bat,,L reward
05-11-2019-23:55:20,,,,no_bat,,L reward
05-11-2019-23:55:21,,,,no_bat,,L reward
05-11-2019-23:55:22,,,,no_bat,,L reward
05-11-2019-23:55:23,,,,no_bat,,L reward
05-11-2019-23:55:24,,,,no_bat,,L reward
05-11-2019-23:55:25,,,,no_bat,,L reward
05-11-2019-23:55:26,,,,no_bat,,L reward
05-11-2019-23:55:27,play,,,no_bat,,L reward
05-11-2019-23:55:28,,,,no_bat,,L reward
05-11-2019-23:55:29,,,,no_bat,,L reward
05-11-2019-23:55:30,,,,no_bat,,L reward
05-11-2019-23:55:31,,,,no_bat,,L reward
05-11-2019-23:55:32,,,,no_bat,,L reward
05-11-2019-23:55:33,,,,no_bat,,L reward
05-11-2019-23:55:34,,,,no_bat,,L reward
05-11-2019-23:55:35,,,,no_bat,,L reward
05-11-2019-23:55:36,,,,no_bat,,L reward
05-11-2019-23:55:37,,,,no_bat,,L reward
05-11-2019-23:55:38,,,,no_bat,,L reward
05-11-2019-23:55:39,,,,no_bat,,L reward
05-11-2019-23:55:40,,,,no_bat,,L reward
05-11-2019-23:55:41,,,,no_bat,,L reward
05-11-2019-23:55:42,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:55:43,,['307410CD2C02D9C000000001'],,b'101',1,L reward
05-11-2019-23:55:44,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:55:45,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:55:46,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:55:47,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:55:48,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:55:49,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:55:50,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:55:51,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:55:52,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:55:53,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:55:54,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:55:55,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:55:56,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:55:57,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:55:58,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:55:59,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:56:00,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:56:01,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:56:02,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:56:03,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:56:04,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:56:05,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:56:06,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:56:07,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:56:08,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:56:09,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:56:10,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:56:11,play,,,no_bat,,L reward
05-11-2019-23:56:12,,,,no_bat,,L reward
05-11-2019-23:56:13,,,,no_bat,,L reward
05-11-2019-23:56:14,,,,no_bat,,L reward
05-11-2019-23:56:15,,,,no_bat,,L reward
05-11-2019-23:56:16,,,,no_bat,,L reward
05-11-2019-23:56:17,,,,no_bat,,L reward
05-11-2019-23:56:18,,,,no_bat,,L reward
05-11-2019-23:56:19,,,,no_bat,,L reward
05-11-2019-23:56:20,,,,no_bat,,L reward
05-11-2019-23:56:21,,,,no_bat,,L reward
05-11-2019-23:56:23,,,,no_bat,,L reward
05-11-2019-23:56:24,,,,no_bat,,L reward
05-11-2019-23:56:25,,,,no_bat,,L reward
05-11-2019-23:56:26,,,,no_bat,,L reward
05-11-2019-23:56:27,,,,no_bat,,L reward
05-11-2019-23:56:28,,,,no_bat,,L reward
05-11-2019-23:56:29,,,,no_bat,,L reward
05-11-2019-23:56:30,,,,no_bat,,L reward
05-11-2019-23:56:31,,,,no_bat,,L reward
05-11-2019-23:56:32,,,,no_bat,,L reward
05-11-2019-23:56:33,,,,no_bat,,L reward
05-11-2019-23:56:34,play,,,no_bat,,L reward
05-11-2019-23:56:35,,,,no_bat,,L reward
05-11-2019-23:56:36,,,,no_bat,,L reward
05-11-2019-23:56:37,,,,no_bat,,L reward
05-11-2019-23:56:38,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:56:39,,['307410CD2C02D9C000000001'],,b'101',no 1,L reward
05-11-2019-23:56:40,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:56:41,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:56:42,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:56:43,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:56:44,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:56:45,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:56:46,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:56:47,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:56:48,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:56:49,,,,no_bat,,L reward
05-11-2019-23:56:50,,,,no_bat,,L reward
05-11-2019-23:56:51,,,,no_bat,,L reward
05-11-2019-23:56:52,,,,no_bat,,L reward
05-11-2019-23:56:53,,,,no_bat,,L reward
05-11-2019-23:56:54,,,,no_bat,,L reward
05-11-2019-23:56:55,,,,no_bat,,L reward
05-11-2019-23:56:56,,,,no_bat,,L reward
05-11-2019-23:56:57,,,,no_bat,,L reward
05-11-2019-23:56:58,,,,no_bat,,L reward
05-11-2019-23:56:59,,,,no_bat,,L reward
05-11-2019-23:57:00,play,,,no_bat,,L reward
05-11-2019-23:57:01,,,,no_bat,,L reward
05-11-2019-23:57:02,,,,no_bat,,L reward
05-11-2019-23:57:03,,,,no_bat,,L reward
05-11-2019-23:57:04,,,,no_bat,,L reward
05-11-2019-23:57:05,,,,no_bat,,L reward
05-11-2019-23:57:06,,,,no_bat,,L reward
05-11-2019-23:57:07,,,,no_bat,,L reward
05-11-2019-23:57:08,,,,no_bat,,L reward
05-11-2019-23:57:09,,,,no_bat,,L reward
05-11-2019-23:57:10,,,,no_bat,,L reward
05-11-2019-23:57:11,,,,no_bat,,L reward
05-11-2019-23:57:12,,,,no_bat,,L reward
05-11-2019-23:57:13,,,,no_bat,,L reward
05-11-2019-23:57:14,,,,no_bat,,L reward
05-11-2019-23:57:15,,,,no_bat,,L reward
05-11-2019-23:57:16,,,,no_bat,,L reward
05-11-2019-23:57:17,,,,no_bat,,L reward
05-11-2019-23:57:18,,,,no_bat,,L reward
05-11-2019-23:57:19,,,,no_bat,,L reward
05-11-2019-23:57:20,,,,no_bat,,L reward
05-11-2019-23:57:21,,,,no_bat,,L reward
05-11-2019-23:57:22,play,,,no_bat,,L reward
05-11-2019-23:57:23,,,,no_bat,,L reward
05-11-2019-23:57:24,,,,no_bat,,L reward
05-11-2019-23:57:25,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:57:26,,['307410CD2C040B4000000001'],,b'101',1,L reward
05-11-2019-23:57:27,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:57:28,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:57:29,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:57:30,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:57:31,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:57:32,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:57:33,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:57:34,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:57:35,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:57:36,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:57:37,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:57:38,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:57:39,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:57:40,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:57:41,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:57:42,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:57:43,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:57:44,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:57:45,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:57:46,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:57:47,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:57:48,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:57:49,,['307410CD2C040B4000000001'],,b'101',,L reward
05-11-2019-23:57:50,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:57:51,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:57:52,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:57:53,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:57:54,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:57:55,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:57:56,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:57:57,play,,,no_bat,,L reward
05-11-2019-23:57:58,,,,no_bat,,L reward
05-11-2019-23:57:59,,,,no_bat,,L reward
05-11-2019-23:58:00,,,,no_bat,,L reward
05-11-2019-23:58:01,,,,no_bat,,L reward
05-11-2019-23:58:02,,,,no_bat,,L reward
05-11-2019-23:58:03,,,,no_bat,,L reward
05-11-2019-23:58:04,,,,no_bat,,L reward
05-11-2019-23:58:05,,,,no_bat,,L reward
05-11-2019-23:58:06,,,,no_bat,,L reward
05-11-2019-23:58:07,,,,no_bat,,L reward
05-11-2019-23:58:08,,,,no_bat,,L reward
05-11-2019-23:58:09,,,,no_bat,,L reward
05-11-2019-23:58:10,,,,no_bat,,L reward
05-11-2019-23:58:11,,,,no_bat,,L reward
05-11-2019-23:58:12,,,,no_bat,,L reward
05-11-2019-23:58:13,,,,no_bat,,L reward
05-11-2019-23:58:14,,,,no_bat,,L reward
05-11-2019-23:58:15,,,,no_bat,,L reward
05-11-2019-23:58:16,,,,no_bat,,L reward
05-11-2019-23:58:17,,,,no_bat,,L reward
05-11-2019-23:58:18,,,,no_bat,,L reward
05-11-2019-23:58:19,play,,,,,L reward
05-11-2019-23:58:20,,,,no_bat,,L reward
05-11-2019-23:58:21,,,,no_bat,,L reward
05-11-2019-23:58:22,,,,no_bat,,L reward
05-11-2019-23:58:23,,,,no_bat,,L reward
05-11-2019-23:58:24,,,,no_bat,,L reward
05-11-2019-23:58:25,,,,no_bat,,L reward
05-11-2019-23:58:26,,,,no_bat,,L reward
05-11-2019-23:58:27,,,,no_bat,,L reward
05-11-2019-23:58:28,,,,no_bat,,L reward
05-11-2019-23:58:29,,,,no_bat,,L reward
05-11-2019-23:58:30,,,,no_bat,,L reward
05-11-2019-23:58:31,,,,no_bat,,L reward
05-11-2019-23:58:32,,,,no_bat,,L reward
05-11-2019-23:58:33,,,,no_bat,,L reward
05-11-2019-23:58:34,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:58:35,,['307410CD2C02D9C000000001'],,b'101',1,L reward
05-11-2019-23:58:36,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:58:37,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:58:38,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:58:39,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:58:40,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:58:41,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:58:42,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:58:43,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:58:44,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:58:45,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:58:46,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:58:47,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:58:48,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:58:49,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:58:50,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:58:51,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:58:52,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:58:53,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:58:54,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:58:55,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:58:56,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:58:57,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:58:58,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:58:59,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:59:00,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:59:01,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:59:02,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:59:03,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:59:04,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:59:05,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:59:06,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:59:07,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:59:08,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:59:09,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:59:10,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:59:11,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:59:12,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:59:13,,['307410CD2C02D9C000000001'],,b'101',,L reward
05-11-2019-23:59:14,,,,no_bat,,L reward
05-11-2019-23:59:15,play,,,no_bat,,L reward
05-11-2019-23:59:16,,,,no_bat,,L reward
05-11-2019-23:59:17,,,,no_bat,,L reward
05-11-2019-23:59:18,,,,no_bat,,L reward
05-11-2019-23:59:19,,,,no_bat,,L reward
05-11-2019-23:59:20,,,,no_bat,,L reward
05-11-2019-23:59:21,,,,no_bat,,L reward
05-11-2019-23:59:22,,,,no_bat,,L reward
05-11-2019-23:59:23,,,,no_bat,,L reward
05-11-2019-23:59:24,,,,no_bat,,L reward
05-11-2019-23:59:26,,,,no_bat,,L reward
05-11-2019-23:59:27,,,,no_bat,,L reward
05-11-2019-23:59:28,,,,no_bat,,L reward
05-11-2019-23:59:29,,,,no_bat,,L reward
05-11-2019-23:59:30,,,,no_bat,,L reward
05-11-2019-23:59:31,,,,no_bat,,L reward
05-11-2019-23:59:32,,,,no_bat,,L reward
05-11-2019-23:59:33,,,,no_bat,,L reward
05-11-2019-23:59:34,,,,no_bat,,L reward
05-11-2019-23:59:35,,,,no_bat,,L reward
05-11-2019-23:59:36,play,,,,,L reward
05-11-2019-23:59:37,,,,no_bat,,L reward
05-11-2019-23:59:38,,,,no_bat,,L reward
05-11-2019-23:59:39,,,,no_bat,,L reward
05-11-2019-23:59:40,,,,no_bat,,L reward
05-11-2019-23:59:41,,,,no_bat,,L reward
05-11-2019-23:59:42,,,,no_bat,,L reward
05-11-2019-23:59:43,,,,no_bat,,L reward
05-11-2019-23:59:44,,,,no_bat,,L reward
05-11-2019-23:59:45,,,,no_bat,,L reward
05-11-2019-23:59:46,,,,no_bat,,L reward
05-11-2019-23:59:47,,,,no_bat,,L reward
05-11-2019-23:59:48,,,,no_bat,,L reward
05-11-2019-23:59:49,,,,no_bat,,L reward
05-11-2019-23:59:50,,,,no_bat,,L reward
05-11-2019-23:59:51,,,,no_bat,,L reward
05-11-2019-23:59:52,,,,no_bat,,L reward
05-11-2019-23:59:53,,,,no_bat,,L reward
05-11-2019-23:59:54,,,,no_bat,,L reward
05-11-2019-23:59:55,,,,no_bat,,L reward
05-11-2019-23:59:56,,,,no_bat,,L reward
05-11-2019-23:59:57,,,,no_bat,,L reward
05-11-2019-23:59:58,play,,,,,L reward
05-11-2019-23:59:59,,,,no_bat,,L reward
